# X_606 Y_606 MAG_dp_606 ERR_dp_606 CHI_606 SHARP_606 STMAG_606 RA_606 DEC_606 X_814 Y_814 MAG_dp_814 ERR_dp_814 CHI_814 SHARP_814 STMAG_814 RA_814 DEC_814 ERR_606 ERR_814 sgFlag_606 sgFlag_814 sgXFlag
3231.874 632.757 14.939 0.0282 1.582 0.166 25.6272 162.3643 51.0737 3233.912 629.723 14.989 0.0179 0.879 0.021 25.7671 162.3643 51.0737 0.0139 0.0154 1 1 1.0
4521.221 642.407 14.907 0.0549 3.262 0.854 25.5952 162.3805 51.0664 4523.257 639.415 15.977 0.0626 2.1 0.79 26.7551 162.3805 51.0664 0.0136 0.0271 0 0 0.0
5701.061 643.239 16.892 0.0642 1.084 0.574 27.5802 162.3953 51.0598 5703.603 640.568 17.097 0.087 1.268 0.597 27.8751 162.3953 51.0598 0.0454 0.0519 0 1 0.8
3089.586 646.428 16.879 0.0489 0.801 -0.363 27.5672 162.3624 51.0744 3091.474 643.364 16.517 0.0362 0.734 -0.053 27.2951 162.3624 51.0744 0.045 0.037 1 1 1.0
3598.359 647.07 15.497 0.1112 5.091 1.557 26.1852 162.3688 51.0716 3600.367 644.331 15.49 0.1354 6.172 1.708 26.2681 162.3688 51.0716 0.0195 0.0205 0 0 0.0
3596.653 652.364 15.534 0.1064 4.631 1.677 26.2222 162.3687 51.0715 3598.828 650.014 15.709 0.1076 4.164 1.331 26.4871 162.3687 51.0715 0.0199 0.0232 0 0 0.0
2592.845 655.523 16.321 0.0435 1.09 -0.283 27.0092 162.356 51.0771 2594.988 652.563 16.009 0.0312 0.916 -0.038 26.7871 162.356 51.0771 0.0321 0.0276 1 1 1.0
3427.77 662.393 16.914 0.1926 3.361 -2.043 27.6022 162.3665 51.0724 3428.173 659.537 16.812 0.1522 3.054 -1.48 27.5901 162.3665 51.0724 0.046 0.044 0 0 0.0
971.403 663.133 18.235 0.2401 1.416 -1.712 28.9232 162.3355 51.0862 974.118 659.529 18.027 0.2322 1.61 -1.301 28.8051 162.3355 51.0862 0.1023 0.0896 0 0 0.0
4628.147 671.368 16.808 0.0392 0.661 0.235 27.4962 162.3816 51.0656 4630.146 668.002 16.493 0.0756 1.801 0.405 27.2711 162.3816 51.0656 0.0431 0.0365 1 0 0.6
4733.35 676.684 17.232 0.0446 0.514 -0.124 27.9202 162.3828 51.0649 4735.583 673.723 16.881 0.0537 0.89 -0.061 27.6591 162.3828 51.0649 0.0557 0.0458 1 1 1.0
3899.128 679.036 17.18 0.0605 0.818 0.216 27.8682 162.3723 51.0696 3901.24 675.928 16.867 0.0407 0.631 -0.062 27.6451 162.3723 51.0696 0.054 0.0454 1 1 1.0
2658.718 686.796 16.542 0.0865 2.039 0.919 27.2302 162.3566 51.0765 2660.457 684.401 16.695 0.0806 1.646 0.753 27.4731 162.3565 51.0765 0.0367 0.0411 0 0 0.0
2765.825 688.762 16.627 0.126 2.847 1.499 27.3152 162.3579 51.0759 2767.748 686.332 16.542 0.119 2.812 1.28 27.3201 162.3579 51.0759 0.0386 0.0376 0 0 0.0
3722.755 696.718 17.946 0.1356 1.038 -0.051 28.6342 162.3699 51.0705 3725.337 693.846 17.252 0.0715 0.91 0.025 28.0301 162.3699 51.0705 0.0858 0.0569 1 1 1.0
5449.575 704.132 16.758 0.121 2.494 1.287 27.4462 162.3916 51.0607 5451.499 700.982 17.14 0.0888 1.257 0.815 27.9181 162.3916 51.0607 0.0418 0.0533 0 0 0.0
5507.479 705.174 16.569 0.0983 2.196 1.147 27.2572 162.3923 51.0604 5509.313 702.011 16.622 0.121 2.596 1.238 27.4001 162.3923 51.0604 0.0373 0.0394 0 0 0.0
3508.346 706.764 15.565 0.0933 4.182 1.318 26.2532 162.3671 51.0716 3510.498 703.853 15.812 0.1107 4.323 1.381 26.5901 162.3671 51.0716 0.0203 0.0246 0 0 0.0
4939.812 708.037 17.541 0.0921 0.969 -0.178 28.2292 162.3852 51.0635 4941.718 704.818 17.422 0.0692 0.72 -0.213 28.2001 162.3852 51.0635 0.0672 0.0628 1 1 1.0
1110.774 712.686 15.531 0.0467 1.941 0.449 26.2192 162.3368 51.085 1112.863 709.782 15.698 0.0643 2.525 0.764 26.4761 162.3368 51.085 0.0199 0.0231 0 0 0.0
3682.775 719.976 15.85 0.1133 4.344 1.532 26.5382 162.3692 51.0705 3684.291 716.775 16.236 0.1134 3.363 1.48 27.0141 162.3692 51.0705 0.0241 0.0315 0 0 0.0
5186.13 731.712 16.705 0.056 1.116 -0.29 27.3932 162.3881 51.062 5188.156 728.829 16.443 0.0368 0.8 -0.214 27.2211 162.388 51.062 0.0405 0.0355 1 1 1.0
1311.841 732.348 17.619 0.1138 1.059 0.144 28.3072 162.3391 51.0837 1312.794 730.796 17.686 0.1697 1.435 -1.055 28.4641 162.3391 51.0837 0.0704 0.0734 1 0 0.6
235.981 732.849 13.341 0.0865 8.339 1.157 24.0292 162.3255 51.0898 238.66 729.835 13.87 0.1034 8.847 1.701 24.6481 162.3256 51.0898 0.0085 0.0093 0 0 0.0
232.768 733.053 14.451 0.0904 3.919 0.528 25.1392 162.3255 51.0898 235.091 730.78 14.744 0.1058 4.594 1.19 25.5221 162.3255 51.0898 0.0104 0.0134 0 0 0.0
3240.759 749.853 13.803 0.0179 1.449 -0.04 24.4912 162.3633 51.0728 3242.867 746.82 14.024 0.0121 0.841 -0.066 24.8021 162.3633 51.0728 0.0085 0.0093 1 1 1.0
1832.449 752.884 16.094 0.0679 2.118 0.773 26.7822 162.3455 51.0807 1834.529 749.975 15.976 0.0646 2.112 0.739 26.7541 162.3455 51.0807 0.028 0.0271 0 0 0.0
2136.853 760.395 16.817 0.0733 1.342 0.337 27.5052 162.3493 51.0789 2138.961 757.185 16.786 0.0582 1.032 0.438 27.5641 162.3493 51.0789 0.0433 0.0433 1 1 1.0
4424.255 765.171 18.712 0.2307 0.905 -1.712 29.4002 162.3781 51.066 4425.524 763.904 18.066 0.2923 1.928 -2.955 28.8441 162.3781 51.066 0.1365 0.0917 1 0 0.3
3249.696 775.357 15.105 0.0215 1.043 0.151 25.7932 162.3632 51.0725 3251.721 772.373 15.002 0.016 0.755 -0.104 25.7801 162.3632 51.0725 0.0154 0.0155 1 1 1.0
3659.38 777.115 16.375 0.0769 2.048 0.918 27.0632 162.3684 51.0702 3661.478 774.384 16.97 0.0596 0.926 0.473 27.7481 162.3684 51.0702 0.0332 0.0482 0 1 0.6
149.796 779.509 16.694 0.0545 0.924 0.176 27.3822 162.324 51.0899 151.967 776.556 16.688 0.0754 1.435 0.724 27.4661 162.324 51.0899 0.0402 0.0409 1 0 0.8
149.133 784.38 16.454 0.0677 1.376 0.124 27.1422 162.324 51.0899 150.993 781.507 16.631 0.0821 1.619 0.499 27.4091 162.324 51.0899 0.0348 0.0396 0 0 0.1
3906.819 795.266 15.582 0.1248 5.55 1.748 26.2702 162.3713 51.0687 3909.874 791.754 15.067 0.1463 8.386 2.195 25.8451 162.3714 51.0687 0.0205 0.0161 0 0 0.0
3898.391 796.61 16.448 0.0341 0.75 0.147 27.1362 162.3712 51.0687 3900.456 793.648 16.164 0.0309 0.789 0.156 26.9421 162.3712 51.0687 0.0347 0.0302 1 1 1.0
2110.058 804.236 15.402 0.0816 3.745 1.117 26.0902 162.3486 51.0787 2112.277 801.345 14.104 0.0911 7.233 1.603 24.8821 162.3486 51.0787 0.0184 0.0094 0 0 0.0
1929.16 805.911 16.137 0.0715 2.155 0.794 26.8252 162.3463 51.0797 1931.27 802.692 16.2 0.0587 1.645 0.543 26.9781 162.3463 51.0797 0.0287 0.0308 0 0 0.0
5791.312 808.306 17.053 0.0997 1.562 0.944 27.7412 162.395 51.058 5793.303 805.397 17.147 0.1092 1.588 0.883 27.9251 162.395 51.058 0.05 0.0535 0 0 0.0
1043.722 814.082 17.108 0.0726 1.002 -0.29 27.7962 162.335 51.0846 1045.269 811.196 17.349 0.0852 0.984 0.405 28.1271 162.335 51.0846 0.0517 0.0602 1 1 1.0
878.812 814.312 16.477 0.0663 1.458 0.751 27.1652 162.3329 51.0855 881.033 811.112 16.895 0.0836 1.387 0.823 27.6731 162.3329 51.0855 0.0353 0.0462 0 0 0.1
5324.679 820.542 18.426 0.2469 1.283 0.209 29.1142 162.389 51.0605 5324.967 816.747 18.666 0.2514 0.955 -1.079 29.4441 162.389 51.0605 0.1148 0.1305 1 1 1.0
70.197 822.739 15.699 0.0888 3.35 0.742 26.3872 162.3226 51.09 72.971 820.22 15.453 0.1058 4.734 1.278 26.2311 162.3227 51.09 0.022 0.02 0 0 0.0
1502.537 836.478 13.311 0.0261 2.369 -0.143 23.9992 162.3406 51.0818 1504.502 833.485 13.64 0.0245 2.064 -0.14 24.4181 162.3406 51.0818 0.0085 0.0093 1 1 1.0
5496.86 843.684 9.494 0.0215 2.293 0.342 20.1822 162.391 51.0593 5498.857 840.72 9.477 0.0184 2.077 0.092 20.2551 162.391 51.0593 0.0085 0.0093 0 1 0.8
2604.687 843.803 16.272 0.0828 2.319 1.055 26.9602 162.3545 51.0756 2606.441 840.801 16.904 0.0943 1.675 0.88 27.6821 162.3545 51.0756 0.0312 0.0464 0 0 0.0
5471.515 851.947 16.808 0.0542 0.937 -0.021 27.4962 162.3906 51.0594 5473.634 849.008 16.536 0.034 0.629 -0.005 27.3141 162.3906 51.0594 0.0431 0.0374 1 1 1.0
1273.808 863.487 17.637 0.1242 1.124 -1.006 28.3252 162.3375 51.0829 1275.05 861.104 17.256 0.1947 2.493 -1.648 28.0341 162.3375 51.0829 0.0712 0.057 0 0 0.0
234.11 865.303 16.677 0.1442 2.681 -1.572 27.3652 162.3243 51.0887 234.821 863.947 18.022 0.1883 1.261 -0.235 28.8001 162.3243 51.0887 0.0398 0.0894 0 1 0.3
3274.588 866.117 15.065 0.0337 1.786 0.113 25.7532 162.3627 51.0716 3276.691 862.945 14.77 0.026 1.538 -0.102 25.5481 162.3627 51.0716 0.015 0.0136 1 1 1.0
4802.016 869.587 17.167 0.0704 0.983 -0.159 27.8552 162.382 51.063 4804.113 866.169 17.253 0.072 0.905 -0.149 28.0311 162.382 51.063 0.0536 0.0569 1 1 1.0
4428.722 870.973 15.677 0.0403 1.598 0.05 26.3652 162.3772 51.0651 4430.759 867.959 15.587 0.016 0.519 -0.06 26.3651 162.3772 51.0651 0.0217 0.0216 1 1 1.0
172.98 872.507 14.686 0.0437 2.614 0.042 25.3742 162.3235 51.089 174.899 869.575 15.225 0.0474 2.309 0.499 26.0031 162.3235 51.089 0.0119 0.0176 0 0 0.0
4485.822 885.244 17.684 0.0607 0.481 -0.292 28.3722 162.3778 51.0647 4487.867 881.924 17.228 0.078 1.025 -0.513 28.0061 162.3778 51.0647 0.0733 0.0561 1 1 1.0
5601.974 888.726 16.307 0.2055 5.794 -0.583 26.9952 162.3919 51.0584 5605.815 885.245 17.452 0.1803 2.163 -0.482 28.2301 162.3919 51.0584 0.0318 0.0639 0 0 0.0
686.195 889.979 17.665 0.1059 0.907 -0.705 28.3532 162.3298 51.086 688.428 886.975 17.701 0.0789 0.613 0.001 28.4791 162.3298 51.086 0.0724 0.074 1 1 1.0
4107.524 892.64 15.601 0.0316 1.243 0.183 26.2892 162.373 51.0668 4109.569 889.53 15.485 0.0238 0.933 0.013 26.2631 162.373 51.0668 0.0208 0.0204 1 1 1.0
2010.785 893.202 16.499 0.1124 2.728 1.213 27.1872 162.3465 51.0785 2013.611 890.636 16.471 0.1138 2.829 1.15 27.2491 162.3465 51.0785 0.0358 0.0361 0 0 0.0
5113.684 903.406 16.575 0.041 0.849 0.131 27.2632 162.3856 51.061 5115.701 900.303 16.408 0.03 0.619 -0.031 27.1861 162.3856 51.061 0.0374 0.0348 1 1 1.0
1202.592 904.324 14.904 0.0471 2.701 0.57 25.5922 162.3362 51.083 1204.639 901.377 13.681 0.0573 5.124 0.803 24.4591 162.3362 51.083 0.0136 0.0093 0 0 0.0
2324.299 909.458 16.875 0.0681 1.176 0.588 27.5632 162.3503 51.0766 2326.176 906.829 17.345 0.0743 0.848 0.308 28.1231 162.3503 51.0766 0.0449 0.0601 0 1 0.8
4177.093 911.425 16.732 0.0368 0.64 0.079 27.4202 162.3737 51.0662 4179.462 908.371 16.295 0.0272 0.596 -0.085 27.0731 162.3737 51.0662 0.0412 0.0326 1 1 1.0
376.737 915.144 16.822 0.0525 0.813 0.217 27.5102 162.3257 51.0875 378.868 912.333 16.711 0.0437 0.737 0.194 27.4891 162.3257 51.0875 0.0435 0.0415 1 1 1.0
4299.751 916.346 18.754 0.3234 1.258 -0.24 29.4422 162.3752 51.0655 4300.888 913.197 16.804 0.0946 1.656 0.687 27.5821 162.3752 51.0655 0.14 0.0438 1 0 0.3
5341.123 917.005 17.016 0.0755 1.195 0.684 27.7042 162.3883 51.0596 5343.062 913.75 17.144 0.0876 1.238 0.807 27.9221 162.3883 51.0596 0.0489 0.0534 0 0 0.1
369.027 918.076 16.873 0.049 0.712 0.044 27.5612 162.3256 51.0876 371.508 914.997 16.759 0.0782 1.442 0.656 27.5371 162.3256 51.0876 0.0448 0.0426 1 0 0.8
3747.334 924.778 11.976 0.0201 2.21 -0.007 22.6642 162.3682 51.0685 3749.416 921.798 12.386 0.0111 1.071 -0.026 23.1641 162.3682 51.0685 0.0085 0.0093 1 1 1.0
1392.791 926.327 16.031 0.0386 1.138 0.356 26.7192 162.3384 51.0817 1394.805 923.283 16.518 0.0532 1.156 0.375 27.2961 162.3384 51.0817 0.0269 0.0371 1 1 1.0
2090.818 928.912 16.003 0.1095 3.669 1.359 26.6912 162.3472 51.0778 2093.291 925.983 16.324 0.1181 3.18 1.448 27.1021 162.3472 51.0778 0.0265 0.0331 0 0 0.0
3399.655 931.518 16.359 0.0519 1.285 0.589 27.0472 162.3637 51.0704 3401.666 928.343 16.379 0.0431 0.995 0.186 27.1571 162.3637 51.0704 0.0328 0.0342 0 1 0.8
1551.576 932.418 17.545 0.107 1.079 -0.567 28.2332 162.3404 51.0808 1553.658 929.414 17.282 0.0609 0.688 -0.232 28.0601 162.3404 51.0808 0.0673 0.0579 1 1 1.0
2254.943 933.133 16.536 0.0488 1.055 0.043 27.2242 162.3493 51.0768 2257.012 929.91 16.434 0.0323 0.667 -0.162 27.2121 162.3493 51.0768 0.0366 0.0353 1 1 1.0
5592.827 933.084 12.427 0.0257 2.761 0.087 23.1152 162.3914 51.0581 5594.862 930.078 12.853 0.0128 1.205 0.144 23.6311 162.3914 51.0581 0.0085 0.0093 1 1 1.0
3992.991 933.33 15.775 0.0969 3.62 1.521 26.4632 162.3712 51.0671 3995.522 930.571 15.775 0.1104 4.231 1.398 26.5531 162.3712 51.0671 0.0231 0.0241 0 0 0.0
5640.036 938.589 13.471 0.0251 2.287 0.059 24.1592 162.3919 51.0578 5642.118 935.603 13.748 0.0121 0.887 0.075 24.5261 162.3919 51.0578 0.0085 0.0093 1 1 1.0
877.714 939.737 15.782 0.0376 1.305 -0.212 26.4702 162.3318 51.0845 879.804 936.782 15.656 0.0328 1.181 -0.145 26.4341 162.3318 51.0845 0.0232 0.0225 1 1 1.0
2080.83 940.287 14.098 0.0246 1.838 -0.066 24.7862 162.347 51.0778 2082.869 937.276 14.287 0.0201 1.353 -0.169 25.0651 162.347 51.0778 0.0085 0.0104 1 1 1.0
2343.686 944.247 17.563 0.0721 0.643 0.344 28.2512 162.3503 51.0763 2346.139 941.879 17.887 0.0979 0.68 -0.326 28.6651 162.3503 51.0763 0.0681 0.0825 1 1 1.0
1136.683 946.338 14.862 0.0802 4.807 1.15 25.5502 162.335 51.083 1138.689 943.506 15.071 0.0928 5.157 1.23 25.8491 162.335 51.083 0.0133 0.0161 0 0 0.0
5111.31 947.63 16.851 0.0498 0.845 0.3 27.5392 162.3852 51.0607 5113.313 944.897 16.55 0.0456 0.961 -0.024 27.3281 162.3852 51.0607 0.0442 0.0378 1 1 1.0
3598.191 952.167 16.39 0.0626 1.615 0.546 27.0782 162.366 51.0691 3600.286 949.425 16.252 0.0294 0.693 -0.114 27.0301 162.366 51.0691 0.0335 0.0318 0 1 0.8
3876.362 953.39 18.159 0.2007 1.333 -1.673 28.8472 162.3695 51.0676 3877.561 951.197 16.056 0.0708 2.315 -0.482 26.8341 162.3695 51.0676 0.0977 0.0283 0 0 0.0
2159.91 954.774 14.506 0.0948 6.324 1.363 25.1942 162.3479 51.0772 2161.828 952.03 14.558 0.1134 7.444 1.607 25.3361 162.3479 51.0772 0.0107 0.012 0 0 0.0
2150.915 954.964 15.573 0.0967 3.739 1.175 26.2612 162.3477 51.0773 2153.599 952.319 15.605 0.0727 2.623 0.84 26.3831 162.3477 51.0773 0.0204 0.0219 0 0 0.0
5657.694 957.384 12.29 0.0189 1.99 0.086 22.9782 162.392 51.0575 5659.768 954.389 12.719 0.0122 1.141 0.08 23.4971 162.392 51.0575 0.0085 0.0093 1 1 1.0
2758.922 964.698 16.498 0.1078 2.639 1.432 27.1862 162.3553 51.0738 2762.131 961.009 17.068 0.118 1.861 1.0 27.8461 162.3554 51.0738 0.0357 0.0511 0 0 0.0
3781.743 972.718 15.816 0.0962 3.681 1.227 26.5042 162.3682 51.0679 3783.851 969.734 16.325 0.1122 3.067 1.299 27.1031 162.3682 51.0679 0.0236 0.0331 0 0 0.0
1289.025 974.782 16.349 0.0625 1.568 0.558 27.0372 162.3367 51.0819 1291.174 971.665 16.396 0.0789 1.975 0.766 27.1741 162.3367 51.0819 0.0326 0.0345 0 0 0.0
3661.739 976.249 16.373 0.0474 1.187 -0.171 27.0612 162.3666 51.0686 3663.868 973.437 16.416 0.0242 0.454 -0.113 27.1941 162.3666 51.0686 0.0331 0.0349 1 1 1.0
3780.066 978.11 15.735 0.0826 3.21 1.064 26.4232 162.3681 51.0679 3782.21 975.219 16.256 0.1 2.841 1.09 27.0341 162.3681 51.0679 0.0225 0.0318 0 0 0.0
2129.144 984.912 16.531 0.0719 1.645 0.675 27.2192 162.3472 51.0771 2131.389 981.822 17.035 0.0925 1.44 0.662 27.8131 162.3472 51.0771 0.0364 0.0501 0 0 0.1
1897.199 985.413 15.738 0.0685 2.641 0.79 26.4262 162.3443 51.0784 1899.201 982.562 16.377 0.0742 1.888 0.702 27.1551 162.3443 51.0784 0.0226 0.0341 0 0 0.0
3502.284 993.122 17.497 0.0722 0.737 0.34 28.1852 162.3645 51.0694 3504.634 990.141 17.564 0.0642 0.561 0.107 28.3421 162.3645 51.0694 0.0654 0.0683 1 1 1.0
2088.483 995.58 16.718 0.0654 1.246 0.531 27.4062 162.3466 51.0773 2090.37 992.493 17.082 0.0988 1.448 0.735 27.8601 162.3466 51.0773 0.0408 0.0515 0 0 0.1
998.755 998.252 15.406 0.0439 1.807 -0.342 26.0942 162.3328 51.0834 1000.743 995.272 15.353 0.0278 1.204 -0.162 26.1311 162.3328 51.0834 0.0185 0.0189 0 1 0.8
3053.524 998.317 16.986 0.0544 0.834 -0.164 27.6742 162.3588 51.0718 3055.64 995.36 16.65 0.0531 1.053 -0.321 27.4281 162.3588 51.0718 0.048 0.04 1 1 1.0
2534.994 999.945 16.422 0.0756 1.84 0.866 27.1102 162.3522 51.0747 2537.291 996.749 14.953 0.0913 5.293 1.274 25.7311 162.3522 51.0747 0.0341 0.0151 0 0 0.0
2105.987 1006.029 17.371 0.0811 0.868 0.646 28.0592 162.3467 51.0771 2107.549 1003.759 16.95 0.1022 1.627 0.951 27.7281 162.3467 51.0771 0.0606 0.0477 1 0 0.6
4840.892 1006.63 15.884 0.1159 4.303 1.625 26.5722 162.3812 51.0617 4840.986 1004.073 15.822 0.1139 4.314 1.563 26.6001 162.3812 51.0617 0.0246 0.0248 0 0 0.0
1055.507 1010.357 10.527 0.0277 3.28 -0.116 21.2152 162.3334 51.083 1057.529 1007.368 9.673 0.0224 2.328 -0.118 20.4511 162.3334 51.083 0.0085 0.0093 1 1 1.0
2627.78 1010.263 15.82 0.0741 2.514 0.92 26.5082 162.3533 51.0741 2629.738 1007.523 16.194 0.0858 2.482 0.845 26.9721 162.3533 51.0741 0.0237 0.0307 0 0 0.0
2499.218 1014.828 14.692 0.1111 7.362 1.6 25.3802 162.3516 51.0748 2501.419 1011.757 15.245 0.1112 5.735 1.493 26.0231 162.3516 51.0748 0.012 0.0178 0 0 0.0
2535.811 1022.443 17.539 0.0839 0.818 0.109 28.2272 162.352 51.0746 2538.03 1019.45 17.113 0.0636 0.85 -0.088 27.8911 162.352 51.0746 0.0671 0.0524 1 1 1.0
5493.666 1034.278 12.506 0.0887 9.822 1.341 23.1942 162.3892 51.0578 5495.77 1031.47 12.747 0.0962 10.423 1.661 23.5251 162.3892 51.0578 0.0085 0.0093 0 0 0.0
5495.393 1038.29 13.841 0.1096 5.017 1.223 24.5292 162.3892 51.0578 5497.283 1036.203 14.239 0.1441 6.254 1.552 25.0171 162.3892 51.0578 0.0085 0.0101 0 0 0.0
1317.543 1042.395 14.319 0.0466 3.296 -0.185 25.0072 162.3364 51.0812 1319.505 1039.517 14.486 0.0324 2.164 -0.183 25.2641 162.3364 51.0812 0.0096 0.0116 0 0 0.1
5529.089 1043.898 12.476 0.0181 1.881 0.214 23.1642 162.3896 51.0576 5531.116 1040.883 12.871 0.0229 2.308 0.271 23.6491 162.3896 51.0576 0.0085 0.0093 1 0 0.8
3531.548 1044.468 15.716 0.0579 2.282 0.698 26.4042 162.3644 51.0688 3533.58 1041.677 16.192 0.0609 1.762 0.552 26.9701 162.3644 51.0688 0.0223 0.0307 0 0 0.0
3060.926 1045.941 16.289 0.0296 0.699 0.133 26.9772 162.3584 51.0714 3063.205 1043.23 16.602 0.0743 1.533 0.749 27.3801 162.3584 51.0714 0.0315 0.0389 1 0 0.8
4364.385 1046.175 17.13 0.0508 0.591 0.389 27.8182 162.3749 51.0641 4366.608 1042.732 17.729 0.1054 0.902 -0.152 28.5071 162.3749 51.0641 0.0524 0.0752 1 1 1.0
3205.205 1048.488 16.739 0.0618 1.2 -0.433 27.4272 162.3602 51.0706 3206.871 1045.552 16.69 0.0649 1.295 -0.551 27.4681 162.3602 51.0706 0.0413 0.041 1 0 0.8
2813.997 1049.07 16.42 0.0885 2.274 0.869 27.1082 162.3553 51.0728 2815.65 1046.036 16.847 0.0858 1.568 0.889 27.6251 162.3553 51.0728 0.0341 0.0449 0 0 0.0
1890.132 1053.05 17.374 0.0771 0.814 -0.479 28.0622 162.3436 51.0779 1892.22 1049.88 16.844 0.0533 0.885 -0.072 27.6221 162.3436 51.0779 0.0607 0.0448 1 1 1.0
3238.706 1053.804 17.451 0.0591 0.597 -0.318 28.1392 162.3606 51.0704 3240.679 1050.785 17.091 0.0623 0.87 -0.235 27.8691 162.3606 51.0704 0.0636 0.0518 1 1 1.0
4248.84 1062.513 16.771 0.0479 0.868 0.247 27.4592 162.3733 51.0646 4250.736 1059.74 16.455 0.0368 0.78 0.022 27.2331 162.3733 51.0646 0.0421 0.0357 1 1 1.0
4398.899 1068.185 15.936 0.0641 2.235 0.759 26.6242 162.3751 51.0637 4400.8 1065.217 16.324 0.0713 1.903 0.742 27.1021 162.3751 51.0637 0.0254 0.0331 0 0 0.0
1722.106 1078.344 15.203 0.0589 2.962 0.716 25.8912 162.3412 51.0787 1724.164 1075.272 15.522 0.076 3.294 0.86 26.3001 162.3412 51.0787 0.0163 0.0208 0 0 0.0
140.016 1078.936 15.894 0.0864 2.737 0.892 26.5822 162.3212 51.0876 142.724 1075.72 15.912 0.1148 3.786 1.282 26.6901 162.3212 51.0876 0.0248 0.0261 0 0 0.0
112.96 1083.446 16.929 0.169 2.741 -0.776 27.6172 162.3209 51.0877 113.798 1081.419 17.389 0.1408 1.623 -0.072 28.1671 162.3208 51.0877 0.0464 0.0616 0 0 0.0
2907.653 1089.218 18.298 0.1538 0.808 -0.788 28.9862 162.3561 51.0719 2910.963 1086.831 18.804 0.4243 1.592 -2.021 29.5821 162.3561 51.0719 0.1062 0.1416 1 0 0.6
2942.675 1098.06 16.374 0.0637 1.621 0.682 27.0622 162.3565 51.0717 2944.449 1094.672 16.568 0.0887 2.003 0.807 27.3461 162.3565 51.0717 0.0331 0.0382 0 0 0.0
5661.187 1107.755 17.3 0.0631 0.74 0.205 27.9882 162.3907 51.0563 5662.819 1104.717 16.912 0.058 0.933 0.406 27.6901 162.3907 51.0563 0.0581 0.0466 1 1 1.0
2268.088 1107.766 16.5 0.0777 1.811 0.811 27.1882 162.3479 51.0754 2270.345 1104.703 16.697 0.1061 2.197 0.978 27.4751 162.3479 51.0754 0.0358 0.0411 0 0 0.0
5092.782 1109.421 16.958 0.0771 1.275 0.586 27.6462 162.3835 51.0595 5094.902 1106.237 17.072 0.0645 0.909 0.328 27.8501 162.3835 51.0595 0.0472 0.0512 1 1 1.0
3446.618 1109.786 16.75 0.0388 0.671 -0.121 27.4382 162.3627 51.0687 3448.745 1106.634 16.476 0.0491 1.11 -0.372 27.2541 162.3627 51.0687 0.0416 0.0362 1 1 1.0
2856.359 1110.146 16.301 0.0498 1.272 0.458 26.9892 162.3553 51.0721 2858.686 1107.539 16.654 0.0798 1.655 0.767 27.4321 162.3553 51.0721 0.0317 0.0401 0 0 0.0
2142.14 1111.597 16.557 0.0408 0.824 0.32 27.2452 162.3462 51.0761 2144.491 1108.861 17.362 0.0636 0.663 0.219 28.1401 162.3462 51.0761 0.037 0.0607 1 1 1.0
3202.317 1114.296 17.644 0.0954 0.878 0.214 28.3322 162.3596 51.0701 3204.146 1110.837 17.129 0.0776 1.098 0.118 27.9071 162.3596 51.0701 0.0715 0.0529 1 1 1.0
2857.772 1116.137 16.126 0.1077 3.358 1.345 26.8142 162.3552 51.072 2859.241 1113.549 16.485 0.1088 2.621 1.217 27.2631 162.3552 51.072 0.0285 0.0364 0 0 0.0
2262.383 1120.76 16.756 0.088 1.72 0.912 27.4442 162.3477 51.0753 2264.487 1117.834 17.13 0.0893 1.261 0.55 27.9081 162.3477 51.0753 0.0418 0.053 0 1 0.6
4744.615 1120.965 10.551 0.0183 2.178 0.044 21.2392 162.379 51.0614 4746.676 1117.971 10.905 0.0101 1.095 -0.056 21.6831 162.379 51.0614 0.0085 0.0093 1 1 1.0
1769.578 1128.197 16.936 0.0619 0.988 0.343 27.6242 162.3414 51.078 1771.218 1125.13 17.362 0.0647 0.687 0.155 28.1401 162.3414 51.078 0.0466 0.0607 1 1 1.0
2962.76 1139.288 17.418 0.0673 0.709 0.353 28.1062 162.3563 51.0712 2964.162 1136.873 17.574 0.1164 1.176 0.253 28.3521 162.3563 51.0712 0.0624 0.0687 1 1 1.0
4478.53 1141.614 16.598 0.0932 2.116 1.032 27.2862 162.3755 51.0627 4480.87 1138.635 16.94 0.0939 1.589 0.883 27.7181 162.3755 51.0627 0.038 0.0474 0 0 0.0
2541.872 1147.035 16.501 0.0627 1.442 0.692 27.1892 162.351 51.0735 2544.328 1144.024 17.141 0.0795 1.108 0.606 27.9191 162.351 51.0735 0.0358 0.0533 0 1 0.8
786.992 1150.916 16.004 0.1048 3.133 1.193 26.6922 162.3288 51.0834 789.715 1148.182 15.853 0.1196 4.135 1.454 26.6311 162.3288 51.0834 0.0265 0.0252 0 0 0.0
5081.531 1162.901 16.61 0.0549 1.139 0.596 27.2982 162.3829 51.0591 5083.687 1160.216 16.842 0.0782 1.391 0.713 27.6201 162.3829 51.0591 0.0382 0.0448 0 0 0.1
2776.989 1168.164 17.182 0.0776 1.052 -0.302 27.8702 162.3537 51.072 2779.25 1165.068 17.033 0.0459 0.617 -0.054 27.8111 162.3537 51.072 0.0541 0.05 1 1 1.0
4155.199 1169.204 15.83 0.0613 2.273 0.704 26.5182 162.3711 51.0643 4157.037 1166.203 16.377 0.0527 1.292 0.468 27.1551 162.3711 51.0643 0.0238 0.0341 0 0 0.0
